Source,Target
LordPetricor,fermont1965
miralles1980,rtve
ComandanteVimes,KalitroIII
ManuelCostoya3,subversivos_
aurora6501,jorgegmerino
Kyke197,policia
farre_esteban,LoFuflunet
farre_esteban,carlesponsi
mariaolivermas,Berlustinho
antoniovl000,subversivos_
PapiChiruli,ximicomics
CultBetanceira,GHDIOSAL
Hemera81,encausadosarana
Hemera81,kira_95
Ccordong,GobernoAlem
MatiasTrancas,Esparroqui
plazadelxuquer,subversivos_
jvelascoerro,subversivos_
lescorniflaire,LoFuflunet
lescorniflaire,carlesponsi
TaraEscarlata,subversivos_
Hemera81,elmundotoday
BartoloMolo,Xuxipc
jvelascoerro,subversivos_
mikeosin,Garrosa
bebeagua60,subversivos_
luk131256,subversivos_
Dariocofi,fermont1965
jalcuten,delcura2016
jalcuten,cultrun
marcedber,subversivos_
KikeMoratalaz,eidergorostiza
noebah,Flaco_Favor_
MatiasTrancas,eljueves
MatiasTrancas,kira_95
habladorymalo,bufetalmeida
romano_nagel,fermont1965
tonimanero1936,elmundotoday
habladorymalo,elmundotoday
habladorymalo,jorgegmerino
p1T25hLLsU6wTSp,humorindignado
woodyleon,Garrosa
BartoloMolo,subversivos_
lorenzoMangas,subversivos_
lorenzoMangas,eljueves
ENSANXEMOBB,Garrosa
kontxiportillo,GARA_ialtuna
kontxiportillo,publico_es
ArturoRojillo,publico_es
ArturoRojillo,begonapina
_Carlos_RqR,subversivos_
7Josean7,subversivos_
EnfermeraTati,subversivos_
kokoak11,fermont1965
MatiasTrancas,subversivos_
dnicatala,LoFuflunet
dnicatala,carlesponsi
SLAYDlXON,jorgegmerino
jotae1e,subversivos_
joseramb,fermont1965
000120o,subversivos_
V0uk0l,jorgegmerino
alterego1714,subversivos_
fredengomez,subversivos_
7Xiang7,Flaco_Favor_
imaginenuri,subversivos_
BroggiElisa,LoFuflunet
BroggiElisa,carlesponsi
juanma25553,subversivos_
Koldobikax,GARA_ialtuna
Koldobikax,publico_es
jrzurita94,jorgegmerino
germanfonteseca,subversivos_
AdrianMLomas,subversivos_
Sertemus,LoFuflunet
Sertemus,carlesponsi
unaguacero,subversivos_
manexaltuna,GARA_ialtuna
manexaltuna,publico_es
lfgcs,Julvilop
lfgcs,kira_95
Octavi,Octavi
DelponFernando,subversivos_
Rociotovs,subversivos_
gabazkua,esasOtra
francesc130,subversivos_
EduFran24,AntonioMaestre
EduFran24,kira_95
MiguelARevoluci,Julvilop
MiguelARevoluci,kira_95
EduFran24,sextaNoticias
EduFran24,JoaquimBoschGra
NEVENKAWARNING,Julvilop
NEVENKAWARNING,kira_95
Cconmemoria,subversivos_
V_G_R_,JoaquimBoschGra
carlisdiezh,subversivos_
comoespecie,subversivos_
juanjond69,Manu_Abu_Carlos
Raikanil,jorgegmerino
wiwiaus,Flaco_Favor_
AinaDiazV,Flaco_Favor_
vilsalvadir,subversivos_
Mari_Sol_GH,subversivos_
TalaEnric,subversivos_
blancobello,subversivos_
TalaEnric,subversivos_
NEVENKAWARNING,subversivos_
salvadorsanvil1,subversivos_
salvadorsanvil1,subversivos_
ikerbest,Berlustinho
Trix69Luisma,subversivos_
abdelahe64,subversivos_
fermont1965,subversivos_
davidrod689,subversivos_
Posvaserksi,subversivos_
4mayuscula,Fnac_ESP
vanecorlao,subversivos_
vanecorlao,subversivos_
sergi_alla,subversivos_
grillearenas,subversivos_
ffchll,subversivos_
indiggato,Garrosa
estupefalso,subversivos_
Ruteoes,subversivos_
Robcampnou67,subversivos_
keledenxahi,subversivos_
Robcampnou67,subversivos_
homopestis,subversivos_
naranjorafael2,subversivos_
lupinthebost,GARA_ialtuna
lupinthebost,publico_es
cabiria0203,subversivos_
Einyel16,jorgegmerino
OkamiMarc15,jorgegmerino
pakobloom,subversivos_
Neon_Templar,jorgegmerino
PeggyMaswell,LoFuflunet
PeggyMaswell,carlesponsi
martamm06,yanina_rubia
RZigna,eljueves
Xuxipc,subversivos_
Mluisaalarcon2,subversivos_
BelenSaP97,Bojinchi
MartxeloDiaz,GARA_ialtuna
MartxeloDiaz,publico_es
bender210277,subversivos_
BergilioG,fermont1965
bender210277,subversivos_
martamm06,Berlustinho
tesigolapista,fermont1965
mirallers,fermont1965
Antonio16794231,iunida
nanimiranda2014,subversivos_
GARA_ialtuna,publico_es
SEGUIDORJORGEP,subversivos_
LoFuflunet,carlesponsi
rcabrero75,subversivos_
SoniaTdRosario,fermont1965
alsanan,LuisaoMoratalla
Fapo07,fermont1965
LocoDeDesatar,JaimeBN1987
LocoDeDesatar,nikablogs
andreumas1995,fer_novato
alsanan,Tremending
DGR33654967,subversivos_
pinrolia,eljueves
rojos_tomates,Guerraeterna
_SrPompas,vmm7773
TomasUser,rtve
Javij9,quiquepeinado
MarBcn04,subversivos_
MontarazTrancos,subversivos_
MarBcn04,subversivos_
TonitoLeco,subversivos_
tapitero,fermont1965
SoniaEspinar1,fermont1965
maximors63,subversivos_
Super_Manu_RC,fermont1965
fjmolinacampos,subversivos_
cleosagas,subversivos_
davidpcamarena,niporwifi
MiBaires,subversivos_
pabloferco72,subversivos_
MiBaires,subversivos_
milagros_andreu,Im_CTO_bitch
VienenLosIndios,Paradonovalia
GeminaNpaz,fermont1965
RamirezSote,subversivos_
guillehoyas,subversivos_
RamirezSote,subversivos_
Potxokli,fermont1965
Pevi26102891,fermont1965
sabinaaguado,subversivos_
Shaman_troll,fermont1965
YORYO25MD,subversivos_
sombraygol,fermont1965
Rojinegro125,subversivos_
IvalleValle,subversivos_
XavicIIII,subversivos_
tiblanquitalil1,subversivos_
BobEstropajo,subversivos_
hectoorjg,esasOtra
victorherrer1,subversivos_
manssiniuno,subversivos_
manssiniuno,subversivos_
Bastetlove3,subversivos_
adautoacre,subversivos_
Xielox1,subversivos_
Tereram2013,subversivos_
lamalpagada2,subversivos_
Dorifibroamigos,subversivos_
pacohortado,subversivos_
agvisus,Xuxipc
blackletter98,subversivos_
micro16f84a,subversivos_
DSanter,SamAmoedo
DSanter,Jonatan__Ros
DSanter,AgentedeMARVEL
nuriabenet77,subversivos_
__CarmenLopez,subversivos_
Manuela08591448,subversivos_
StopMordazas,subversivos_
Edelmiro1961,subversivos_
martaluciaruiza,subversivos_
moradoramon,subversivos_
TIP_RETURNS,subversivos_
1717Carmen,subversivos_
samsonXu,subversivos_
JuliaBayo1,subversivos_
ThePumpkinGrin,subversivos_
davidrod689,subversivos_
merce_blitz,subversivos_
eballest9,subversivos_
anmay57,subversivos_
allimite,subversivos_
oshcar004,subversivos_
jacamp98,subversivos_
Dorifibroamigos,subversivos_
muxaineta,subversivos_
ARKAITX14_4_69,_infoLibre
manueljarias,subversivos_
3kko93,fermont1965
Jonathan_HG91,subversivos_
Manuela08591448,subversivos_
albertomontxo,fermont1965
pacoeldeltaco,subversivos_
roy_swan,subversivos_
Pettrolero,subversivos_
Jesus_gg9,fermont1965
comoespecie,subversivos_
Bastetlove3,subversivos_
Waterlord,fermont1965
keledenxahi,subversivos_
Zurine3,subversivos_
barnimile,subversivos_
xandascousas,subversivos_
vmm7773,subversivos_
kabakuk1,subversivos_
tukaran,fermont1965
Enfermosbecker,fermont1965
Llomismo,fermont1965
IvanSysan,fermont1965
PIJOAPARTEMARSE,subversivos_
carloslitus14,subversivos_
majara0,fermont1965
NayadeTor,subversivos_
angsimpa,subversivos_
NEVENKAWARNING,subversivos_
Rubmanrique,esasOtra
AlbertoConchaM,inigozulet
AlbertoConchaM,elespanolcom
EvaGSempere,subversivos_
PilarHLuc,subversivos_
LaTevaVida,subversivos_
JuliaBayo1,subversivos_
amendezsa,subversivos_
allimite,subversivos_
deniskny95yf,quiquepeinado
underwatercat1,Flaco_Favor_
pashaiegr,iunida
PabloRapp,Rockmantica
pestovagulnara6,sara_vmartin
LollyMolly75,Flaco_Favor_
jamengar38,subversivos_
jamengar38,eljueves
pere_escude,Garrosa
loginovayanuar6,eljueves
xaviergomes95,adrianMDB96
il_largia,adrianMDB96
annitatomas,policia
ChillaSaludos,Bojinchi
Cartasbcn,JoaquimBoschGra
MakeCortes,publico_es
PalPakiyo,gameralisis
PalPakiyo,_moonlight01
emiliogl,subversivos_
emiliogl,eljueves
david_orso,vmm7773
EstherDelRioN,fermont1965
LuciaMontejo,eljueves
gregorio_1995_,eljueves
Tito_Hit,Garrosa
Tori_Luispi,Reflex_volucion
Tori_Luispi,guardiacivil
IfeOcio,vmm7773
EspejoJM1,fermont1965
emoyoyo,JoaquimBoschGra
jorgegmerino,vmm7773
EspejoJM1,willytoledo1
Hackenbukh,Garrosa
AngelMentor2013,vmm7773
AngelMentor2013,fermont1965
AngelMentor2013,Sr_Dios
TecnoBotijo,Garrosa
ernst_haffner,Flaco_Favor_
camparras,Reflex_volucion
camparras,guardiacivil
estupefalso,subversivos_
__Monchi___,Garrosa
Razgri_Z,Bojinchi
W_Genz0,Garrosa
edgarpoe91,subversivos_
edgarpoe91,eljueves
roy_swan,reptilianoX
roy_swan,elmundotoday
eriksino,publico_es
Andresalme,eljueves
mama_d0rita,Garrosa
tonyselbor,subversivos_
Santifilcar,Bojinchi
Malale_Chan,Flaco_Favor_
keledenxahi,subversivos_
keledenxahi,subversivos_
keledenxahi,eljueves
EstherCld,subversivos_
jan_e_kraft,lamarea_com
pielsolma,subversivos_
pielsolma,eljueves
altoba1965,subversivos_
altoba1965,eljueves
DieegoVG,eljueves
PabloCabrejas,Flaco_Favor_
Feminazi_Zombie,subversivos_
sergiocr_,Berlustinho
Feminazi_Zombie,Lolo_Sev
Feminazi_Zombie,ahorapodemos
quiqueregi,subversivos_
2005sjusi,JDCarracedo
EstherCld,rcabrero75
itziar_nafarroa,Flaco_Favor_
gorxi,rcabrero75
gorxi,Xuxipc
gorxi,fermont1965
fisionines,Flaco_Favor_
OndaGlobalMedia,subversivos_
emoyoyo,subversivos_
Tomas_Abril,Berlustinho
NEVENKAWARNING,subversivos_
mygglez,Flaco_Favor_
marealatinoame1,GobernoAlem
MarBcn04,GobernoAlem
Barbijaputa,Flaco_Favor_
69anonimous69,subversivos_
ocelotl101,eljueves
Gua47,eljueves
BenitoCamela92,akari_anschluss
zeliyo,subversivos_
Gus0105,Berlustinho
Mostandiella,subversivos_
elisamariasi,cscean
elisamariasi,kira_95
apema35,eljueves
fpicadov,EsCULcA
luciamololo,Alex_Frigenti
alexirurtzun,Garrosa
tumamamelamima,OdiaConFripozo
ll_lluis,eljueves
jooselu_31,NTMEP
aangelonib,fermont1965
vicentalloris,juanjodom
alkesstt,Bojinchi
xevivic,subversivos_
xevivic,eljueves
BoixPascual,SoyTristeStar
josele1044,subversivos_
BelikaGomez,Bojinchi
AdrianSB96,Berlustinho
AlejandroFdez9,Bojinchi
ab_manrique,EsppeonzAguirre
Trashyusa,HacheFilardi
EmilioCazorlaL1,subversivos_
EmilioCazorlaL1,eljueves
JulioPazos,subversivos_
otroindignaomas,_ju1_
otroindignaomas,MiguelF10013687
JorgeNu98,Bojinchi
juansp18,subversivos_
juansp18,JDCarracedo
TheRedBerkut11,Berlustinho
GCOLUDD,Berlustinho
Mireiia28,Berlustinho
cocacolov,eljueves
racuvi,siaucame
rojasocialista,juanjodom
danidetuxe,iunida
MiguelARevoluci,fermont1965
montes18295,Garrosa
FILIGRANAS710,subversivos_
5449Jimena,yanina_rubia
josealicante68,JoaquimBoschGra
AnaGarciaArrese,esasOtra
jmasevilla1,subversivos_
lolkdices,RIPLusio
aleixen__,daviniaweasley
aleixen__,policia
RialMedina,fermont1965
MegaNoKadabra,elmundotoday
paisoscatalans,fermont1965
Rubidio80,GobernoAlem
alf_skyline,subversivos_
blankka78,PDLI_
blankka78,kira_95
JosebaComico,GobernoAlem
mecasoensoria,subversivos_
mecasoensoria,eljueves
delaniano,EsppeonzAguirre
luquinf2011,subversivos_
mylovevacd,subversivos_
domingo_montoya,GobernoAlem
Sr_Recursos,Berlustinho
asarduy,subversivos_
nabilu2,subversivos_
hackeralrey,subversivos_
posoyemaifren,subversivos_
yom16smo,subversivos_
LorenAlvarez83,_ju1_
LorenAlvarez83,MiguelF10013687
89cristinita,subversivos_
jimenezrosa756,Tremending
Hipoxia78,Lolo_Sev
Hipoxia78,ahorapodemos
BoigDelTerrat,Tremending
antoniovp_98,VidaModernaOML
antoniovp_98,_Queque_
kerrigan_sarahL,subversivos_
calabuk,Tremending
AntonioWeezer,subversivos_
AntonioWeezer,eljueves
pasteverdiales,Garrosa
Josu_gorria,Euskalherriaske
GatoHitleriano,blxnddie
GatoHitleriano,GatoHitleriano
daniel11_10,GatoHitleriano
blxnddie,GatoHitleriano
Heisengkey,masademocrata
SevillaSFI,JoaquimBoschGra
LeiiMartin,carlos_bitch79
coapicito,subversivos_
mxnrrie_,masademocrata
agentePerkins,GobernoAlem
ToniQuique,Berlustinho
Y2JIMWhite,eljueves
BIackesito,Rvbia
ClaraPeke1997,EsppeonzAguirre
ericbf23,Berlustinho
JDSato,subversivos_
GiovanniTrapato,Tremending
codecraftben,OldYouth_LVB
codecraftben,GatoHitleriano
BerbiquiS,rubenlesnits
Gaddock97,Berlustinho
squantum1714,eljueves
77_Rafa_77,subversivos_
77_Rafa_77,eljueves
UnluckyDanieh,GatoHitleriano
joanart8,Berlustinho
juanma25553,subversivos_
juanma25553,eljueves
patanhp,fermont1965
Esterbellr,Berlustinho
gulfanclub,EsppeonzAguirre
Notododepende,gabrielrufian
Eustakiaso,Berlustinho
Tomas_Pardo,eljueves
isaprospe,lamarea_com
leeyescucha,publico_es
La_exorsister,EsppeonzAguirre
loba_esteparia,Barbijaputa
luciacc18,Berlustinho
kehartitastoy,ranadictadora
mojacar12,eljueves
Quenosenteran,subversivos_
SoriadeAsis,fer_novato
anaexplosion,fermont1965
_josemigel,Sr_Dios
BigBadBosss,esasOtra
daniel11_10,elmundotoday
daniel11_10,eljueves
kronen0701,subversivos_
jordi_berry,subversivos_
Bloodmoonspell,policia
Bloodmoonspell,guardiacivil
zorreira1963,subversivos_
zorreira1963,eljueves
JuanCar85813894,subversivos_
JuanCar85813894,eljueves
omalaled,GobernoAlem
GOGOR66,eljueves
Viva_RePPopular,subversivos_
Viva_RePPopular,eljueves
Infernal_Kitten,Berlustinho
doctormapache,PDLI_
doctormapache,kira_95
Mariscallucho,elperdigon
Mariscallucho,meneame_net
Fernando1711995,Berlustinho
AnaLlames,subversivos_
Antia_Ares,Alex_Frigenti
dekmania,Garrosa
kimi_mh,eljueves
albertmoli1,fermont1965
75pilicapi,subversivos_
igniwan,subversivos_
O_edipus,rubenlesnits
fran_ferreiros,Berlustinho
arcadicanyot,subversivos_
kira_95,PDLI_
kira_95,kira_95
matussera,esasOtra
PDLI_,kira_95
samsonXu,rcabrero75
NatiNatiruizv,Julvilop
NatiNatiruizv,kira_95
EmiliaToba,subversivos_
arianlandrio97,Berlustinho
Tirriji,Irene_Montero_
Jervo_Vivaz,esasOtra
neis_98,Berlustinho
nanais1993,esasOtra
IgnacioHinojosa,Berlustinho
Lacarrrpa,esasOtra
IviramAlonso,Lolo_Sev
IviramAlonso,ahorapodemos
Etheldien,josecg96
Etheldien,alonso_dm
Etheldien,_yeda_
Etheldien,ContraGenocidas
Suprat__,eljueves
Eccehumus,esasOtra
19dmcj67,quiquepeinado
chooccha,LadyNyme
Aitor_Iribar,subversivos_
Aitor_Iribar,eljueves
malborillo,esasOtra
Cristin08jesse,esasOtra
sr_innavoig,subversivos_
sr_innavoig,eljueves
chooccha,gerardotc
SusDenMucho,subversivos_
SusDenMucho,eljueves
potytoo,delaCreu
1996Boldi,eljueves
kehartitastoy,Srta_Lapida
MeLlamanPortas,fermont1965
SanJosemiguel,subversivos_
IMPECABLE10,SextaNocheTV
IMPECABLE10,AntonioMaestre
Mia_Wallace_797,subversivos_
__Z__Z__Z__Z__,Berlustinho
no_sube,eljueves
pablo_obregon,esasOtra
Jcongo15,subversivos_
Ana10vina,elmundotoday
nenasub2,esasOtra
fatii_23_,eljueves
Darthpitufo,EsppeonzAguirre
CATALINAPIZARR1,subversivos_
cleosagas,Ebanpuck
Pau5ala5,Berlustinho
PeterParkulen,Berlustinho
migdiadacadadia,EsppeonzAguirre
andriusplaza,Berlustinho
mamenmamenmamen,subversivos_
yaplimm,subversivos_
yaplimm,eljueves
alafuga,eljueves
txipis75,NTMEP
monylapeti,subversivos_
isamaeba,subversivos_
isamaeba,eljueves
jotspa,lwtuaznar
AlexiaOver,DavidRFP
AlexiaOver,Barbijaputa
AlexiaOver,policia
rauljurado79,_ju1_
rauljurado79,MiguelF10013687
nicanor_arturo,subversivos_
AlexiaOver,Barbijaputa
malyilusionada,Lolo_Sev
malyilusionada,ahorapodemos
anlica2444,subversivos_
oletusbuevos,_ju1_
