Source,Target
er_retuiteado,Klaseobreratk
er_retuiteado,adrianfutsal_
estupefalso,franmaop
CaamanoDL,gerardotc
ccbeep,RubenSanchezTW
Pink2627,Berlustinho
PioHueco,HermanosPelaez
anderaz,bufetalmeida
jvmendezdeleon,ForretsGump
Blaiescoda,Well086
LauraArrias,AnitaBotwin
MariaLute7,RubenSanchezTW
agarces94,elmundotoday
miguellaws1,respetocanas
angsimpa,SiPeroNo1
YORYO25MD,iunida
ceuveerre13,iunida
ibosim,ytuquesabes_
coapicito,Vozdunciudadano
zapoteckz,arturbot0
SARABALAGUER,gerardotc
anastasianosoy,RubenSanchezTW
Arkiq,agarzon
ivannadie,NTMEP
sonapigo,CHELOFER61
SooZLetras,gerardotc
jc_balboa,revistamongolia
Gatoconcorbata,NTMEP
nataliaddg,HermanosPelaez
SSSusieQ,boye_g
f_mjose,JesusCintora
irisrd_1,RubenSanchezTW
YORYO25MD,iunida
YORYO25MD,kira_95
miguellaws1,EstefaniaJoaq
miguellaws1,verne
javcasta,elmundotoday
Pedrithor,elmundotoday
GILDOARTE,iunida
GILDOARTE,kira_95
_josemigel,miky_co
Cedius_,chselles
pabloibasi,IUMadridCentro
la_vinu,Edvardo_Munch
estafadosAS,gerardotc
ruy78,Lynx_Moon
AlvaroLario,elmundotoday
GILDOARTE,PodemosAhora
GILDOARTE,kira_95
estupefalso,emparpm
AVallllovera,Well086
Jorge_Requiem,ToniElSucio
AlexDeVilanho,iunida
PGell,_ju1_
starceph,pablodissolve
PiedrafitaMario,elmundotoday
TIP_RETURNS,ulises_sevilla
Kidrauhlove18,Sr_Dios
estupefalso,franmaop
Marisol_Juglara,gerardotc
moustashen,vmm7773
wlctozooe,miky_co
Kamaleon_Karma,RubenSanchezTW
miguellaws1,labocadellogo
miguellaws1,ctxt_es
antonio_belvis,mrmarti_
uriang1,kira_95
uriang1,c0nvey
Komandante_Solo,AnitaBotwin
ArredondoJavi,elmundotoday
RNOOR96DF,Berlustinho
Luismos96,HombreLento
Romai_1312,AnitaBotwin
MARISABOWIE,PilarHLuc
ibosim,_ju1_
ibosim,kira_95
akhenatensocial,Sr_Dios
arnau78,IUPalencia
aritzetxeburua,DaniAlvarezEiTB
mrsannco,laurited
Seth_Tifon,AntonioMaestre
Amaranta_2012,LOQUEDIGAELFMI
_askatasuna,AnitaBotwin
SusurmizU,agarzon
estupefalso,ctxt_es
estupefalso,ctxt_es
Marisol_Juglara,agarzon
rosvalarg,bufetalmeida
ruy78,mercedesprt
anastasiogarcia,rennoaltocampoo
vzctxr,chselles
SSJChef22,moedetriana
JBertza,AnitaBotwin
albacorazonegro,AnitaBotwin
SusurmizU,RubenSanchezTW
2bcn2,gerardotc
hastamaslejos,pacoipunto
martillos75,ctxt_es
Dazeshimo,elmundotoday
guillemo8,Berlustinho
LoliPalliser,RubenSanchezTW
apr15__,RubenSanchezTW
analypoulain,elmundotoday
angsimpa,SiPeroNo1
megatipo,agarzon
5jesusRayo,RubenSanchezTW
Chester1932,iunida
Chester1932,kira_95
AdriMartn,AnitaBotwin
Bradamon,HermanosPelaez
Marinaa256,Sr_Dios
ninotidultat,gerardotc
D_Uarela,DiegoRetu
alexiscdp,Sr_Dios
CharlieKeehl,Gotaku
RobertoArandaDj,ulises_sevilla
ruthquevedo,ulises_sevilla
AnibalSticky,ElAmanteDelRap
IMP_Manuel,eljueves
ibosim,_ju1_
Xuxipc,AnitaBotwin
joseraulmm1,_ju1_
irene__lima,willytoledo1
marctomasgimo,SiPeroNo1
marctomasgimo,kira_95
xLutensia,PabloMM
indignadobcn155,Yo_Soy_Asin
TheGeekTvAlvaro,Edvardo_Munch
irisrd_1,AnitaBotwin
irisrd_1,ctxt_es
Cpt_Democracia,PDLI_
Cpt_Democracia,kira_95
RdaErnesto,gerardotc
abollaedro,Berlustinho
SusurmizU,carolacaracola5
JuanBorge,ToniElSucio
evaortiz597,isigala
hastamaslejos,alexfernandez
marianmontielr,gerar666
paqui26,Berlustinho
Oscar_8410,laurited
SusurmizU,gerardotc
edcorreo,chselles
anitaharrison61,cantabriamiguel
anitaharrison61,YouTube
estupefalso,Cazatalentos
BRXoto,kira_95
BRXoto,Clan_tve
YolandaLesmes,vidushi_i
JordnGonzlez,MarineTortuga
Emeuve__,elmundotoday
lucyWinchesterx,laurited
dospecesdeHIEL,RobertoVegaRam2
guerrero21david,iunida
DelfosDX,vmm7773
sthrco,MaiteMolinaN
lukosiadam,Edvardo_Munch
trabisdos,chselles
montse_altes,gabrielrufian
tosorval,Baldasare_
RafaelRossello,ctxt_es
starceph,_mecaesmal
javierpnevado,europapress
claudinzi,iunida
Xtrngr_,agarzon
Im_Impala67,Sr_Dios
Jemiricu,PDLI_
Jemiricu,kira_95
mimariban,joosearodriguez
claudinzi,iunida
CanibalKaiser,NTMEP
DelfosDX,protestona1
IsAsEireMe,iunida
mrsannco,MartaSiciliani
FRANSCAR81,SiPeroNo1
FRANSCAR81,kira_95
albert_mcbeal,NTMEP
Walvers7,rcabrero75
Walvers7,JoaquimBoschGra
Duircelt,masademocrata
GILDOARTE,SiPeroNo1
GILDOARTE,kira_95
ValentinCarrera,ctxt_es
dimevagabundo,Tremending
ParawhorePride,laurited
SrPignon,IUMadridCentro
dd_joca,SML_28
dd_joca,kira_95
XLASPAREDES,elmundotoday
FRANSCAR81,cristina_pardo
TonyiBuigues,Sr_Dios
Piolhyna,HermanosPelaez
DeliDlia,eljueves
Isa_Taji,laurited
ValYMedio,europapress
LoliPalliser,NativelPreciado
LoliPalliser,verne
opalo_rojo,Maria_Beatle
marioalvarezl,agarzon
DelfosDX,Klaseobreratk
DelfosDX,kira_95
Manuel___Perez,boye_g
starceph,AbiPower
Walvers7,_ju1_
SusurmizU,maxpradera
clauubs3,laurited
TeresaMartineez,laSextaTV
AvaricumJorge,agarzon
chitinabajo,SiPeroNo1
jjcata02,gerardotc
crisdromeda,elpadrecorajede
raquelgarciade2,gerardotc
SrPignon,iunida
elgelidotolya,IUMadridCentro
jorge6880,dariodieguez
SrPignon,iunida
Carlosarrow_,UJCE
Carlosarrow_,kira_95
LuisQuintana91,NTMEP
pendrelas,miky_co
marianmontielr,PilarHLuc
alvaro_lpz5,iunida
AlexLosada5,laurited
chuparmillones,_Carlos_RqR
PocahontasNNM,rcabrero75
HoracioLuzon,inxtu
salasgarre,HermanosPelaez
cddmas,PDLI_
cddmas,kira_95
SABAS__,Sr_Dios
elgelidotolya,iunida
pensamientocero,AntonioCilleros
pabloibasi,agarzon
Manuel___Perez,aberron
irene__lima,miky_co
patriotaszamora,gaceta_es
KelpiesReturn,agarzon
dikzaragoza,IUMadridCentro
Ricardo8ADobla,agarzon
Cpt_Democracia,Klaseobreratk
Cpt_Democracia,kira_95
olypomares,PabloMM
Raulin125Razn,MailloAntonio
Marinaa256,rojxenfadadx
AleJacintoUrang,ctxt_es
gaquer70,_ju1_
DavidHM97,agarzon
marctomasgimo,revistamongolia
v_nevado,iunida
rogervilanova,egel71
_aurinegra_,ulises_sevilla
byjose95,laurited
fulianSP,ulises_sevilla
PGell,Jordivll
anitadelhoyo,eljueves
3Gerar,PabloMM
v_nevado,Berlustinho
OmarCordova12,elmundotoday
venyven_rzcd,CruzadaPorEurop
AgustinFurio,gerardotc
Walvers7,Berlustinho
ArtSlmrn,Yo_Soy_Asin
ArtSlmrn,PPopular
Mariate,Cotrifoso
AndresSanchezV_,ToniElSucio
faatimaavlc98,Sr_Dios
jotajotaz,alexizag
starceph,llimoo
Tezaida,Sr_Dios
mrsannco,RubenSanchezTW
lapetipeti,gerardotc
MaiO518,SindicaEstudian
07Mmendez,Reporte24ES
indignadobcn155,revistamongolia
HoracioLuzon,miky_co
MarinaScam,SergheiFrutos
DrinkingJagger,SergheiFrutos
Martintxu95,gerardotc
blancafl54,ctxt_es
tigotanguanche,indioamoroso
tigotanguanche,antoniamorillas
SandraSanahuja,_ju1_
Alschejtman,c0nvey
barcinator,Berlustinho
srta_ups,ctxt_es
srta_ups,aprensamadrid
Dani_elOsuna,albacorazonegro
jc_balboa,Sr_Dios
laiamarullq,ctxt_es
tahilamb,Yo_Soy_Asin
tahilamb,PPopular
nagusticasals,mats_jordi
1CuentaHuevoMas,willytoledo1
sonietabnmf,Miguelman1
Osquirrinin,_ju1_
MaryJBlacksmith,gerardotc
jorge6880,laurited
Home_del_Desert,Lolo_Sev
Home_del_Desert,ahorapodemos
carmengrcv,UJCE
carmengrcv,kira_95
sthrco,revistamongolia
crisdromeda,Teconleche3
crisdromeda,javiermartingo2
crisdromeda,kira_95
grrrlpnk1312,ximicomics
ValentinCarrera,Ernesto_Alba
ValentinCarrera,iunida
lolaq20,bufetalmeida
FlashNoseCat,gerar666
Mike_Lightwood,iunida
hachepesar,ruy78
JuanMarxalenes,agarzon
Javi_RC_,cayeruby
javierRMCF8,Jardiner_
javierRMCF8,policia
indiggato,iunida
javierRMCF8,jmdelalamo
f_mjose,NTMEP
phernandis,revistamongolia
mnavarrorincon,RubenSanchezTW
isabel_cm97,joosearodriguez
golin77,IUMadridCentro
Mireyeii,llimoo
_xvdezz,OreiroPerez
_xvdezz,PabloMM
sizzi58,rcabrero75
sizzi58,JoaquimBoschGra
Miregui19,rcabrero75
Miregui19,JoaquimBoschGra
ALPHA_DIVER,Berlustinho
pichicopata,laurited
elenamathers_,PabloMM
clopez1952,SiPeroNo1
Kidrauhlove18,laurited
AlexLosada5,willytoledo1
JustAShadowGame,willytoledo1
Juanandete,RubenSanchezTW
Mike_Lightwood,laurited
yotape,_ju1_
CostiAlex,Korah_FF
sleepingnacho,eltrampero
GemissimaHv,gerardotc
anon000001,kira_95
SonOfRekkles,CruzadaPorEurop
marctomasgimo,gerardotc
MasotRosa,RubenSanchezTW
miguellaws1,iunida
tengounpussy,willytoledo1
anaoromi,joseph22795
anaoromi,gabrielrufian
MundoZaura,IUMadridCentro
MarcJaraGimeno,vmm7773
Vero_TX,iunida
larpicab,subversivos_
Jope01,NTMEP
marctomasgimo,elmundotoday
SaraGarGar,El_Claudillo
angsimpa,eldiarioes
FlashNoseCat,Yo_Soy_Asin
almu4697,laurited
JoaquinVillenaG,JuanRaeiros
JoaquinVillenaG,Teknautas
AngelaYabru,miky_co
jorgeluitt,manelmarquez
H0pePaladin,clauisneckdeep
LluisHorn,Berlustinho
marctomasgimo,Berlustinho
diekleinelynch,Famelica_legion
diekleinelynch,kira_95
narumxri,Berlustinho
claunchin,NTMEP
ESTHERMENACHO,el_pais
jesus_len,_ju1_
jesus_len,kira_95
Chester1932,ctxt_es
Chester1932,aprensamadrid
El_Pensador_DT,CruzadaPorEurop
EnekoMonfort,DigoqueNO
MSEspinola,SindicaEstudian
Dani_elOsuna,SindicaEstudian
tomyespancho,AntonioMaestre
carralportas,PabloMM
mrsshieldmaiden,laurited
felisukobcn,NTMEP
AlexLosada5,_ju1_
serginhoo_6,RubenSanchezTW
nasgrandot,gerardotc
PattyCavallone,willytoledo1
bertaga14,Famelica_legion
fbenavid,patricialopezl
fbenavid,kira_95
Claudio_O17,_ju1_
carmelopolo8,_ju1_
ZairaFyahbwoy,laurited
diekleinelynch,gerardotc
Ahmadinejaj,Edvardo_Munch
thot_elite,Yo_Soy_Asin
thot_elite,PPopular
ibosim,DavidLlorenteS
RFllagg,IUMadridCentro
sizzi58,monicaadepe
sizzi58,ctxt_es
estupefalso,Tremending
joseriv13006184,JuanyGar63
joseriv13006184,patricialopezl
joseriv13006184,pardodevera
joseriv13006184,JesusCintora
joseriv13006184,_Euprepio_P_
joseriv13006184,luisgonzaloseg
joseriv13006184,pradobenjamin
glorius_CA,agarzon
Carolo51,Cazatalentos
BJK246,Alex_Frigenti
hachepesar,SindicaEstudian
aguenaranjo,KrisBMTH
fbenavid,oproberts3
RFllagg,IU_Madrid
psicolengua,Sr_Dios
pichicopata,gerardotc
caracolwiii,IUMadridCentro
estupefalso,Tremending
JoderEstela,iunida
Raulin125Razn,iunida
patrisjournal,laurited
Ric_Rod_Fra,vmm7773
Rociotovs,manelmarquez
churritoaleman,HermanosPelaez
RFllagg,iunida
EnriqueMG74,ytuquesabes_
FlashNoseCat,ulises_sevilla
estupefalso,Tremending
TheMalvarez,NTMEP
RFllagg,iunida
boklm,PDLI_
boklm,kira_95
Josu_Orturi,subversivos_
Amaranta_2012,ytuquesabes_
naranjorafael2,PDLI_
naranjorafael2,kira_95
retayo2012,prensafresca
YolandaLesmes,ibonpereztv
elenasaez_,laurited
Fabiana_tfp,VictorGonz54
piteralber,NTMEP
jmpelleja,Nest_indy
Josu_Orturi,subversivos_
Shot_of_Poison,revistamongolia
JabierdesKarte,willytoledo1
Lunna_77,laurited
Fabiana_tfp,Lolo_Sev
Fabiana_tfp,ahorapodemos
pedropablogb,NativelPreciado
pedropablogb,verne
QuikeCalom,NTMEP
clayo07,miky_co
lolaq20,pasanospoco
lolaq20,pardodevera
lucialandush,SiPeroNo1
lucialandush,kira_95
Paseantee,ThisHurricane
MikeGH_,ctxt_es
larpicab,maxpradera
SalesFont,joseph22795
SalesFont,gabrielrufian
Miguel_Yogui,PrecariousMinds
AlbaRod91,chselles
cochurra,eldiarioes
GosekiUknow,HermanosPelaez
eWargreymon,HermanosPelaez
sizzi58,gerardotc
quiquelinares1,revistamongolia
Caninator,iunida
Hanxxs,iunida
Raulin125Razn,gerardotc
Vitorlena,EstefaniaJoaq
Vitorlena,verne
Caninator,iunida
Caninator,IU_Madrid
Hanxxs,IUMadridCentro
GomezRB,ulises_sevilla
juuuuliaa98,luisAlvar0
hachepesar,gerardotc
DjangoDiaz13,laurited
juanXupino,NTMEP
miggochi,EstefaniaJoaq
miggochi,verne
dreakero2222,ALTER_info
dreakero2222,kira_95
lyuva26,EstefaniaJoaq
lyuva26,verne
sergio_fi99,elmundotoday
txanba,Ninaventresca
hachepesar,iunida
Walvers7,agarzon
anitadelhoyo,agarzon
juanloma,agarzon
ZHAINOX,protestona1
ConNdeNico,Sr_Dios
Dami91045526,AleMcShane
indignadobcn155,laSextaTV
brujadelosmares,NTMEP
GenFlamingo90,IUMadridCentro
JesusLGaray,PeroXpera
GiovanniTrapato,VictorGonz54
aniitacid,NTMEP
FuggingBleb,ulises_sevilla
Elio_1998,CJC_Media
Elio_1998,kira_95
ElGrunje,laurited
roxyzamora7,agarzon
tsdelaestrella,Nitsuga000
guillermofdezg,240voltios
guillermofdezg,jordijuan3
ACarmonaFoto,san_paco
Lunna_77,san_paco
Caninator,IUMadridCentro
irene__lima,iunida
irene__lima,kira_95
Ernestoventorro,rosira_rosi
Ernestoventorro,manueljarias
atalaga_,laurited
Brincones63,VictorGonz54
rkomin,europapress
fmorales1980,revistamongolia
aythamicanario,RubenSanchezTW
EduFran24,PDLI_
EduFran24,kira_95
DrimulluApache,HermanosPelaez
E_Martin_,HermanosPelaez
Josu_Orturi,ulises_sevilla
Escinefilo,ValentinCarrera
Libertty_1,ForretsGump
GiovanniTrapato,cayeruby
danislug,_ju1_
Kevinwylde97,TheMercuryLady
giorgiobv,gabrielrufian
SrCagnero,NTMEP
andresgarciatal,ElAmanteDelRap
Stelladeeli,iunida
LaVerdad24ES,Reporte24ES
AntiaMarley,Sr_Dios
Octopodo_Sunday,chselles
__AlcMena__,gerar666
Karelak,HermanosPelaez
missblackxs,MailloAntonio
JLdA88,NativelPreciado
JLdA88,verne
VikNavorski,McVay3
iljgo,gerardotc
MVYTZ,willytoledo1
_Trajano__,RodrigoDdeV13
SnaimaDJ,clauisneckdeep
AlexisdeBaecque,miky_co
txanba,Lolo_Sev
txanba,ahorapodemos
ferpectamente,ctxt_es
Alets40,laurited
andresgarciatal,guillem23_vcf
azurrir_mierdas,el_pais
azurrir_mierdas,verne
juanchosthetics,elmundotoday
Carlos_GL22,elmundotoday
misimonet,laurited
MariaCueMart,iunida
Magrit_Matrice,_ju1_
jesus_len,RRYrevolucion
jesus_len,kira_95
PGell,arty1167
PGell,ctxt_es
krchofi,gerardotc
ricardoln2014,gerardotc
iljgo,maxpradera
indiggato,ytuquesabes_
f_mjose,patricialopezl
irene__lima,UJCE
irene__lima,kira_95
ArantzaMaira,PDLI_
ArantzaMaira,kira_95
carles_creixell,Well086
rosvalarg,gerardotc
LittleDesastre,ulises_sevilla
unoqueseafacil,ulises_sevilla
larpicab,Insistir
RicardFite,XavierAntich
SergioDrumz,IU_Madrid
Naiaramantis,alexizag
Angabg,laurited
EAuyanet,ulises_sevilla
X_LaNe_16,AddyCutanda
SafetAhmeti,RRYrevolucion
SafetAhmeti,kira_95
LudoPutoAmo,HermanosPelaez
paqui26,BobEstropajo
IMP_Manuel,PDLI_
IMP_Manuel,kira_95
GiovanniTrapato,rcabrero75
BN7G,Berlustinho
belenextrema,ctxt_es
anhelo_furioso,PabloMM
imemar,ctxt_es
ishitinthemilk,Berlustinho
Pablo_Lalanda,agarzon
homopestis,PabloMM
JaviGoor,MailloAntonio
MarcBalanza,chselles
felisukobcn,elmundotoday
LittleDesastre,vmm7773
ragedroidnet,NTMEP
GiovanniTrapato,_ju1_
missblackxs,chselles
JCollado02,TVGalicia
jg599,IsaiasLafuente
queprimor,ulises_sevilla
chau_10,_AlbertoSuarez
mechalagro,laurited
FeliipePrados,Sr_Dios
fredygg21,Sr_Dios
casidiosa,elmundotoday
JCFriasF,Nest_indy
NereaSorarrain,ElAmanteDelRap
dochoadeolza,gerardotc
dsamblas,ulises_sevilla
Jalenque,gerardotc
miguealc,agarzon
kaatte_a,laurited
MrmolHe,XavierAntich
biridibaba,HermanosPelaez
mery_wonderland,laurited
tsdelaestrella,Tremending
chau_10,ctxt_es
chau_10,aprensamadrid
_calabacin,ctxt_es
_calabacin,aprensamadrid
giorgiobv,Alex_Frigenti
txanba,Cazatalentos
dossalsas,Sr_Dios
serjstripxrtite,Sr_Dios
HectorCordones,_ju1_
frikimexi,SergheiFrutos
42franmarma,ForretsGump
Ben_L_Willard,PabloGRodrgz
tsdelaestrella,Tremending
Caninator,iunida
akhenatensocial,El_Claudillo
gelu_lopez,HermanosPelaez
tsdelaestrella,AntonioMaestre
borjacalvo22,Sr_Dios
Targy_,NTMEP
hisadopolo,gerardotc
mnlolle,XavierAntich
minieliberal,mateobalin
fred_SSC,NTMEP
dossalsas,rcabrero75
marcu_sardu,PabloMM
Lluis_Zombie,nika_news_
carmen_va1,Edvardo_Munch
_itsmxrta,Sr_Dios
patriciaguren,miky_co
Edmy_X,miky_co
homopestis,Sr_Dios
Halecsey,NTMEP
thekillerIV,NTMEP
akhenatensocial,elbaronrojo
AdriGlezMrtnez,NTMEP
ferkape,willytoledo1
koalaenpijama,AntonioCilleros
Cpt_Democracia,ctxt_es
Cpt_Democracia,ctxt_es
AlvaroB97,ctxt_es
AlvaroB97,ctxt_es
AlonBPM,bitxito26
9PITI,bitxito26
EmilioVicedo,_ju1_
mindruss,HermanosPelaez
roy_swan,PabloMM
UsuarioBasico,Berlustinho
kicolopez,HermanosPelaez
javi_RMADGIR,El_Claudillo
rufihumanes,Cazatalentos
pleocol,gerardotc
PacoBermudezHex,laquintacolumna
ImanolCrash,laquintacolumna
Marina_Terren,luisAlvar0
AlbertoArcosWeb,gerardotc
juanloma,RubenSanchezTW
Veegaaaaaa,RubenSanchezTW
biridibaba,Tremending
GiovanniTrapato,revistamongolia
heyvnv,HermanosPelaez
carric0che,HermanosPelaez
biridibaba,Fairlane4
free_ikr,gerar666
PauCorachan,carnerobairline
lokiita1973,SindicaEstudian
paqui26,PabloMM
morsemua,boye_g
Ivan_McWade,boye_g
VikNavorski,Sr_Dios
C18pemo,cristina_pardo
JorgeJimenez93,HermanosPelaez
AnaGeena35,gerardotc
missblackxs,revistamongolia
VikNavorski,gerardotc
Beltza_Poulain,JFernandezLayos
Beltza_Poulain,ctxt_es
lookingfortriz,AddyCutanda
complejisimus,tecn_preocupado
complejisimus,juanitounodinoi
aclockworkpaula,lmalarcia
felipecametome,lwtuaznar
verdefresa1,laurited
Roldier,laurited
HungaroMagyar,Berlustinho
paqui26,Sr_Dios
YoSoyPolan,AntonioCilleros
ypy_s,Yo_Soy_Asin
ypy_s,PPopular
onenhum,gerardotc
nachoFgude,Sr_Dios
Magakitch,Sr_Dios
dd_joca,PabloMM
AlvaroFG98,jinclimer
getgetanything,PabloMM
Guidlle,RubenSanchezTW
sebasmaji,jmangues
javi_RMADGIR,Edvardo_Munch
PabloPelanas,iunida
tigotanguanche,Famelica_legion
tigotanguanche,kira_95
cu0refragile,ThisHurricane
LauOgogogog,Sirereta
merce_blitz,ALTER_info
merce_blitz,kira_95
M_ReyesLopez,thot_elite
RandomXLII,Berlustinho
jordi_compte,laurited
SrialJellyKillr,laurited
_yipikaiyei,_ju1_
elprinsi8,Berlustinho
M_ReyesLopez,TIP_RETURNS
morsemua,SiPeroNo1
GiovanniTrapato,protestona1
chitinabajo,MailloAntonio
trempantempaito,patricialopezl
piteralber,VictorGonz54
reseneka,prensafresca
GiovanniTrapato,BobEstropajo
JFernandezLayos,miky_co
TaraEscarlata,prensafresca
AlejandroJPlaza,gerar666
Adashs,revistamongolia
f_mjose,agarzon
Stelladeeli,gerardotc
AlesAnderTM,ElAmanteDelRap
merce_blitz,Lolo_Sev
merce_blitz,ahorapodemos
GiovanniTrapato,elmundotoday
PioHueco,_ju1_
makiavhelo,gerardotc
DgPrometeo,gerardotc
carlosansoar,gerardotc
f_mjose,iunida
GiovanniTrapato,gerardotc
david_zaplana,IUMadridCentro
retayo2012,gerardotc
AnxoCorcoba,laurited
Parkthrown,Ninaventresca
uxi_3,LaRegion
jonsusicania,gerardotc
JFVice,_ju1_
JuansRivers,Imbecilismo
RaulMontaDos,Ernesto_Alba
RaulMontaDos,iunida
SantaMaria_60,Baldasare_
juanluminimetre,revistamongolia
nereatxo2,ulises_sevilla
MonicaICalzada1,SindicaEstudian
elukubracion,revistamongolia
fernanitc,ulises_sevilla
JuansRivers,moedetriana
TavoraPilar,protestona1
JuanPer70869991,Famelica_legion
JuanPer70869991,kira_95
GhandiManson,agarzon
SanjurjoLlano,fe_cantabria
YoSoyPolan,albacorazonegro
zsgsta,PodemosAhora
manuelgamarra5,Berlustinho
CeliaGGH,fermont1965
Rociotovs,lolaq20
inesmaria349,Sr_Dios
delachinanana,pacotor76
chachipam,HermanosPelaez
24Brunetti,Cazatalentos
24Brunetti,ferranmartin
Loren104David,_ju1_
RiPoXXIII,llimoo
Stelladeeli,rcabrero75
Ansgar_Prc,NTMEP
RiPoXXIII,llimoo
YoSoyPolan,llimoo
indignadobcn155,Lolo_Sev
indignadobcn155,ahorapodemos
trempantempaito,Alex_Frigenti
danielmunoz,DigoqueNO
susanasal3,RasputinOlga
EmpujaLaCarga,gerardotc
geijonautas,Alex_Frigenti
Javi_RC_,gerardotc
alex__collado,Sr_Dios
Leguim_Mai,Edvardo_Munch
MonicaICalzada1,ArqPACL
1910jc,egel71
miguelburgos98,NTMEP
reseneka,eldiarioes
JoseJuanDguez,gerardotc
JorgeNRM,NTMEP
RiPoXXIII,revistamongolia
Javi_RC_,ctxt_es
Javi_RC_,aprensamadrid
txanba,willytoledo1
VikNavorski,MailloAntonio
dossalsas,ForretsGump
txanba,willytoledo1
MarcJaraGimeno,gabrielrufian
AlejandroJPlaza,Yo_Soy_Asin
leoemipoblete,agarzon
sopelakoekaitz,cambiaelsistema
RiPoXXIII,Xuxipc
HugoRB94,iunida
AntiaMarley,Alex_Frigenti
hypatiascorner,JoaquimBoschGra
Mr_Blondeee,revistamongolia
Phlipao,Yo_Soy_Asin
0Izquierlistoss,generalisimo6
0Izquierlistoss,kira_95
RiPoXXIII,AbiPower
eauattorney,Yo_Soy_Asin
RaulMontaDos,gerar666
Luciaysefundio,Ana_sabe_volar
Nela_Oosaki,laurited
sopelakoekaitz,Konspyrenayko
miguealc,elmundotoday
scadri_1892,masademocrata
etsuko_chiba,FrasesDelLol
Guidlle,iunida
diegoinfanteh,RobertoMedina03
diegoinfanteh,NassefPerdomo
xiroux,NTMEP
MonicaICalzada1,NRInternacional
Guidlle,iunida
xpep67,patricialopezl
ierofreak13,laurited
RiPoXXIII,NativelPreciado
RiPoXXIII,verne
Senhli,Alex_Frigenti
dossalsas,BenBrutalplanet
dossalsas,kira_95
Guidlle,iunida
DaniBures,HermanosPelaez
Vidaereal2016,Yo_Soy_Asin
slinaresb,PabloMM
AlexxJackass,elmundotoday
reseneka,rosira_rosi
reseneka,manueljarias
Santi2C20,_ju1_
AlejandroJPlaza,iunida
Carla_moreiras,HermanosPelaez
hypatiascorner,miky_co
felisukobcn,JuanyGar63
felisukobcn,patricialopezl
felisukobcn,pardodevera
felisukobcn,JesusCintora
felisukobcn,_Euprepio_P_
felisukobcn,luisgonzaloseg
felisukobcn,pradobenjamin
